ID_заказа,ID_исполнителя,тип_работы,город,продолжительность_заказа,расстояние_от_центра,рейтинг_исполнителя,возраст_исполнителя,опыт_работы,наличие_бонусов,историческая_средняя_зарплата,уровень_безработицы,день_недели,время_суток,сезон,вышел_на_смену
4785,996,уборка,Санкт-Петербург,11,13.265425140036468,3.034864562467073,43,5,0,4198.377529488069,2.805640920929874,1,11,1,0
4786,435,уборка,Екатеринбург,2,1.2590976279859556,2.250154532001315,54,15,1,4095.046267046248,4.161874912559124,5,9,2,0
4787,509,уборка,Новосибирск,8,4.452731277339265,4.875636350474622,27,1,0,2865.5407622663124,4.015630657278458,2,16,1,1
4788,273,штукатурка,Санкт-Петербург,4,10.026215546864885,4.203590630665671,47,17,1,4405.865225713076,2.0567015755036024,2,8,1,1
4789,99,штукатурка,Москва,8,12.114097285200671,2.5247487406890454,39,25,1,3403.653816910979,0.7346983578325128,1,21,1,0
4790,764,электрика,Москва,3,28.223596919644883,1.6668943722361842,47,19,0,3163.761043200171,2.904653944810641,4,22,4,1
4791,850,уборка,Новосибирск,11,12.177185858328428,4.118141674373176,49,15,0,4376.493423299715,7.7921522401838414,5,21,1,0
4792,104,электрика,Москва,5,15.140190942193364,4.95977715124368,31,20,1,1843.4897321270105,0.5834974484737154,4,19,4,1
4793,214,покраска,Новосибирск,3,7.744709364079059,2.1158998151698882,40,13,1,2283.6495113581727,3.6615663781113694,2,9,4,0
4794,761,электрика,Новосибирск,7,0.5036915933189771,4.663452289339983,34,17,0,3054.4747212392112,1.9278495110571003,3,17,3,1
4795,664,покраска,Новосибирск,3,27.03036647362749,1.5014828223516807,53,7,1,1799.0157660472335,7.125114864970171,7,4,4,0
4796,762,покраска,Санкт-Петербург,8,2.9105853325709923,4.8088250170074165,46,4,0,4985.550574381359,3.31445863052601,7,18,3,0
4797,787,электрика,Новосибирск,9,28.94534081056876,3.9813556497722535,41,23,0,2597.358502737305,3.97278024136813,2,14,4,0
4798,165,уборка,Москва,2,4.359901070957678,2.386384917054814,28,28,0,4817.105933691319,9.171012738382187,4,16,2,1
4799,999,покраска,Екатеринбург,3,18.343915182137987,2.2185272891849355,58,8,1,3160.580633246678,6.111974539064136,2,1,2,0
4800,853,уборка,Санкт-Петербург,7,29.98261234177079,3.573741415757405,32,17,0,4735.814954633899,8.238209985785085,2,11,4,0
4801,520,штукатурка,Москва,5,4.584705584055438,3.3740285610348,39,17,0,3039.947246656525,6.849112758518466,2,7,1,1
4802,284,покраска,Новосибирск,10,13.006321005724816,4.675746805974746,44,27,0,4351.536158283963,9.600043127278067,2,6,3,1
4803,517,штукатурка,Новосибирск,7,23.522498234658556,4.064972536836857,51,36,0,4128.845122679397,5.715688886468016,5,22,2,0
4804,657,электрика,Екатеринбург,2,1.4496094205740637,3.1614594902957074,50,9,0,4814.133487815392,2.499217785614356,1,12,1,1
4805,613,уборка,Москва,4,20.84859115863131,4.710263367358618,38,19,0,3731.0803919502087,6.943616498474469,2,9,4,1
4806,164,электрика,Санкт-Петербург,1,2.871013467778585,3.370922525332875,41,37,0,2294.7976344636754,8.20255936964339,6,12,2,0
4807,886,покраска,Москва,5,7.477344197060178,4.39873934264271,37,22,0,3396.655679792825,9.675787211920037,2,17,3,0
4808,659,штукатурка,Новосибирск,8,5.222246793554133,4.363770608391425,21,19,1,2010.5615173429387,6.177502468156117,5,17,4,1
4809,64,покраска,Санкт-Петербург,1,27.266424733584618,4.676779435798145,54,22,1,2672.0452434869176,8.219657205615128,5,15,4,1
4810,91,электрика,Новосибирск,7,5.823473145059585,1.2704081251164183,54,4,1,4262.157781082766,7.106166500708095,3,13,1,0
4811,117,уборка,Новосибирск,7,1.6928058176971374,3.335278671787111,50,26,0,1548.8877402625571,7.750369492511208,5,5,2,0
4812,866,уборка,Москва,7,17.834957514208984,2.8735703646841966,48,8,1,3673.0245715147726,5.977705280784051,3,10,3,1
4813,267,покраска,Екатеринбург,1,10.71233729958621,2.96216953385869,51,35,0,3925.452186782698,2.910661299704235,3,17,3,1
4814,822,покраска,Новосибирск,11,12.46833350892031,2.8396424144808114,39,39,1,4649.268000525761,0.8760162345439226,2,23,3,0
4815,685,штукатурка,Москва,3,4.012350973445136,4.349866757689364,59,36,1,4147.631041788367,7.199124802923641,6,8,4,0
4816,559,электрика,Санкт-Петербург,11,22.57291749727924,2.2737315896677552,47,2,0,2909.8787880235604,8.295147881880219,7,5,3,0
4817,140,покраска,Екатеринбург,2,18.245832664483782,2.8510043265191136,22,35,1,4179.523016106605,7.711578669241539,4,5,1,1
4818,246,штукатурка,Новосибирск,5,11.24440282007426,1.8027301716043427,58,34,1,3689.175622234654,0.39621169217522567,6,4,3,1
4819,661,покраска,Новосибирск,2,5.5614608410125115,2.006866463698939,40,35,0,3553.6279502172324,0.5498534138476574,7,9,1,1
4820,758,уборка,Санкт-Петербург,5,18.006826305531533,3.6416803333755,30,28,1,1758.0996699003279,1.0313117560313279,2,22,3,0
4821,395,штукатурка,Москва,5,23.46861974546763,1.4677437530026478,26,32,1,3388.888411364089,8.24441393598448,1,5,4,1
4822,487,штукатурка,Новосибирск,4,9.71571987408225,1.7512872439787093,31,25,0,4534.839185075802,6.1062811658286815,6,12,3,1
4823,476,покраска,Санкт-Петербург,11,1.2628813143886144,3.1121382382852563,34,7,1,3028.978304121455,5.897045092534171,7,8,3,0
4824,517,электрика,Новосибирск,7,6.823147550213028,1.175092111852054,52,8,0,3964.553024454615,2.133320937666033,3,5,3,0
4825,977,уборка,Москва,10,20.630735657338462,1.5077079976815662,35,21,1,4663.082585843898,0.7655607530094333,4,15,2,0
4826,184,электрика,Екатеринбург,6,29.67834313497922,4.453411755866995,29,4,1,3369.5915029505904,7.961178423222192,5,16,4,0
4827,20,штукатурка,Москва,2,0.8945990625589075,4.384587063179983,58,35,1,1808.4354096223187,8.284043145166404,7,3,3,0
4828,937,электрика,Москва,4,9.531530082896973,2.391104420187929,33,31,0,1689.8720232953067,2.5135204205075565,5,22,4,0
4829,558,штукатурка,Москва,11,2.3296156782407467,2.3919652612447377,47,29,0,4291.964754646052,8.259550819983291,5,11,1,0
4830,524,электрика,Санкт-Петербург,7,9.83230398900945,4.746061797056015,30,16,1,1614.4609706874069,3.1295166636703176,4,18,3,0
4831,582,покраска,Новосибирск,9,12.474473122258926,1.103364556288093,35,29,1,4996.211186036218,8.11973928619058,5,5,2,1
4832,529,электрика,Екатеринбург,9,27.665431712414524,3.3211820523410833,29,8,0,1946.2811059282578,0.6867538898596504,5,3,4,1
4833,883,штукатурка,Санкт-Петербург,3,2.876543582446873,3.3895623161629094,51,3,1,4212.9827744011845,3.447295264239071,3,20,1,1
4834,147,уборка,Москва,1,23.425454565440216,4.1515482687266445,50,11,0,4537.008157942624,7.704139036679462,5,14,1,1
4835,666,уборка,Екатеринбург,9,12.16826468385742,4.807002063290403,23,34,0,2572.500001628986,2.8877388099979506,7,7,2,1
4836,304,уборка,Москва,8,24.43225406517437,2.4233103481733758,35,19,0,3395.681216878521,0.40296187255293603,4,21,3,1
4837,620,штукатурка,Москва,7,15.645364467105829,2.751333893824005,20,16,1,4833.314124549706,1.5034184334860867,5,17,4,0
4838,748,электрика,Москва,6,1.6588201458805973,3.6851939220807095,23,21,0,4843.042158300113,9.616864267287466,2,13,3,1
4839,820,уборка,Екатеринбург,10,28.413073599087745,4.8690864893767065,53,6,0,4755.391770206986,6.002412298942429,3,14,1,0
4840,864,уборка,Новосибирск,7,2.940654871318394,4.56316941494683,39,38,1,2462.1734060994972,1.7695844733446364,1,14,1,1
4841,582,уборка,Москва,11,18.131663324745805,3.6682120130801783,24,7,0,1708.4016548784698,6.476939914459456,2,2,1,1
4842,695,покраска,Новосибирск,9,26.391199006538717,4.426894286684089,47,8,1,1859.7650653573185,6.2331238939200215,1,16,1,0
4843,762,штукатурка,Екатеринбург,6,2.8532090336307196,1.340817723565745,19,5,1,1996.5682896890746,4.078002627897997,4,8,2,0
4844,228,штукатурка,Екатеринбург,10,16.83985495827238,2.5085077714074107,49,18,1,3850.8735625048735,6.667791244887152,1,11,1,0
4845,102,штукатурка,Москва,3,24.81655132797134,1.0523699827953887,32,21,1,4308.530598795708,1.1180871164094919,6,10,1,0
4846,587,штукатурка,Новосибирск,3,29.596578905050976,1.7098889530438015,39,19,1,1676.140020132687,3.2141420681597763,6,11,1,1
4847,417,штукатурка,Новосибирск,4,21.867658324013625,3.521970284809608,55,19,1,4616.4185553015905,0.37583008642724347,1,5,4,0
4848,958,покраска,Москва,10,8.710864076167162,4.542246494934667,25,26,0,4115.5629576638585,9.144632791573027,6,14,4,0
4849,216,электрика,Санкт-Петербург,10,21.13732473043958,3.531121239967182,25,26,1,3356.0002171849083,8.929860379160289,5,18,3,0
4850,407,покраска,Санкт-Петербург,8,21.32011969457536,3.6565524280342667,56,6,1,4964.861117478666,2.0395420799699693,3,15,4,0
4851,399,уборка,Екатеринбург,10,21.148997357086213,1.4152864210248075,53,23,1,2428.151511516459,7.076553428187081,1,4,2,0
4852,923,покраска,Екатеринбург,9,25.70068289424662,3.6594419636535194,37,7,0,2263.027422464632,8.130613424364887,7,4,3,0
4853,715,штукатурка,Санкт-Петербург,8,3.0777118443249822,2.817386869476764,54,2,0,2671.8099935665095,4.07204580148842,6,20,3,1
4854,704,покраска,Санкт-Петербург,11,3.698385439755284,3.6057609263272936,25,10,1,3342.8225572931706,8.16942932913049,4,8,2,1
4855,761,штукатурка,Санкт-Петербург,10,19.398205164653962,2.3046924381193095,31,35,1,2853.930307811592,4.923950660525634,4,1,3,0
4856,499,покраска,Москва,2,28.63949233489654,3.3259437666526805,37,1,0,4403.253843755417,7.972050863833723,4,15,1,1
4857,754,штукатурка,Москва,4,14.242239848117755,2.6962771873239575,52,0,1,4630.716506529458,7.573505907525037,6,21,1,1
4858,465,уборка,Москва,4,28.836599697957418,3.2345482217402433,42,6,1,4883.336861692669,5.619079033316251,5,23,4,0
4859,691,штукатурка,Москва,2,28.17351515572654,1.5883580733192,35,23,0,4363.879010259556,5.073580189421318,2,9,1,0
4860,949,покраска,Москва,8,27.135837277912426,2.58329941446914,38,11,0,3628.3935892602863,2.927790455670962,5,9,2,0
4861,974,уборка,Москва,3,27.340603758490516,2.497114629027416,54,7,0,3647.6531953496406,4.114264716181765,5,15,1,1
4862,731,покраска,Екатеринбург,2,27.000404403175587,3.945578082611233,48,12,0,2152.720018625014,3.9174219813557865,1,19,1,0
4863,82,уборка,Новосибирск,7,24.686736814405872,3.825638055872262,23,5,0,2421.242907547154,1.0326025238440684,3,12,3,1
4864,604,электрика,Екатеринбург,1,21.001879278857245,4.635434738925332,59,38,1,4990.408083335147,5.2407769395353645,7,13,4,1
4865,947,электрика,Новосибирск,6,1.220041268481943,3.52822236913279,37,23,1,2414.5443788304106,5.803146050350545,4,16,1,1
4866,687,электрика,Екатеринбург,3,4.401480968603549,2.2581885191738933,45,23,0,3134.057383964213,9.690096371646542,3,20,2,1
4867,751,покраска,Екатеринбург,3,4.459845608678281,4.132898652941325,58,37,0,2848.5852374090114,2.828832366696269,2,20,3,1
4868,772,покраска,Москва,5,1.1944383862479013,2.9879905741345056,53,6,1,3908.9045793264604,3.9945863969920614,3,19,4,0
4869,903,уборка,Москва,3,3.9427021684972816,1.7739728425163142,57,9,1,2674.238349551457,5.518758262747344,3,17,2,0
4870,365,уборка,Новосибирск,4,27.632519790229637,3.989645873308506,43,29,0,3890.3248571158692,8.530351051327116,2,22,2,0
4871,163,уборка,Новосибирск,3,20.082226463868185,1.530125582876916,30,38,1,4862.806870986211,2.57964339761367,2,15,4,1
4872,48,уборка,Москва,7,9.706154039714962,1.7126133249845168,21,23,1,2383.3533579850696,2.34308568299232,7,22,3,0
4873,511,штукатурка,Екатеринбург,3,23.90412036098206,4.035023713740589,51,26,1,2797.3698541412973,5.318828422332128,7,10,2,0
4874,329,электрика,Новосибирск,10,14.906899865168104,4.080578776285153,54,29,1,2697.6129595432026,1.2856498327847499,7,2,1,0
4875,840,штукатурка,Санкт-Петербург,4,4.692747589018359,4.163125075216861,51,14,0,2551.2504659553215,6.964272474193422,7,14,2,0
4876,116,штукатурка,Санкт-Петербург,2,26.592811396181535,2.1733004976684627,33,1,1,2445.9970379902215,8.597858706999087,4,21,3,1
4877,941,штукатурка,Санкт-Петербург,2,10.490527413975938,4.4663498294860755,40,7,1,3705.14938509595,0.29504838977783,4,17,3,1
4878,849,штукатурка,Новосибирск,9,21.11634730063188,3.890672543848291,40,16,1,3418.384662431581,1.9497175108468945,7,12,1,1
4879,337,электрика,Москва,11,9.072527734738419,4.335869638205362,32,12,0,3280.3332996328927,5.791185755754538,2,16,1,0
4880,881,штукатурка,Москва,1,15.2521018948771,3.83442193898756,42,17,1,4302.056181329706,8.277910346590275,2,11,2,0
4881,737,уборка,Москва,1,24.579454990147255,3.3183858349853623,46,20,0,2012.8557683914646,4.900750765740339,6,0,3,0
4882,864,покраска,Новосибирск,10,5.124931719518847,1.4375790862960773,53,35,0,2094.0386965709936,7.843527318110542,5,4,3,0
4883,840,уборка,Новосибирск,1,29.328916159558712,3.843744847807797,32,11,1,3295.7137280827073,4.222509629749763,4,18,1,0
4884,147,покраска,Санкт-Петербург,3,2.571369724391423,3.7618431018327363,54,1,0,2738.045038161992,3.875346858094532,6,8,2,0
4885,575,уборка,Новосибирск,2,16.25326283734487,2.2499645331474416,52,19,0,2108.2611605729326,1.8165285794849673,6,7,1,0
4886,806,уборка,Санкт-Петербург,3,27.522752820882467,3.9432790761857044,56,22,0,3917.2143167922713,1.51593951619856,7,19,1,0
4887,323,покраска,Санкт-Петербург,5,28.397969604034497,3.20181821372531,54,20,0,3236.262622637136,7.452733383169203,4,23,4,1
4888,443,электрика,Москва,9,7.347214404953392,3.23762495417366,58,30,1,2207.833814158769,1.6935960445934006,5,20,1,0
4889,837,штукатурка,Новосибирск,2,4.7475569458368545,2.4704187151428503,45,15,1,2425.4185034107563,4.077399619712438,5,12,3,1
4890,13,уборка,Москва,11,21.869888509377784,1.4671401653605463,47,12,0,4030.6843093798193,5.45001560608346,6,9,3,1
4891,943,электрика,Москва,1,1.7382202641489946,1.867713831463956,24,3,1,2646.1562777630716,2.64395740915249,7,23,4,1
4892,494,штукатурка,Новосибирск,11,14.814549586394271,4.075326613344233,21,1,0,2215.8147171056526,8.324007167132816,4,11,3,1
4893,701,электрика,Новосибирск,6,23.992479190398868,2.0857662019875756,24,0,0,4879.603706893172,4.04767276097922,5,17,3,0
4894,287,электрика,Екатеринбург,3,17.0275143732466,1.009012217342446,50,25,1,1808.1564065112586,3.7673247778556385,4,7,4,1
4895,720,штукатурка,Санкт-Петербург,7,6.046391340333148,4.9880696845262005,35,29,0,2014.1991186068385,1.7817715026716985,6,22,2,0
4896,114,уборка,Екатеринбург,6,14.867806834363915,1.8427289354014835,32,37,1,4010.474917962024,2.197978864429224,7,5,4,0
4897,480,электрика,Санкт-Петербург,11,27.67760413524234,3.6215325954815754,52,19,1,2989.989497276703,2.912796707885085,1,7,3,0
4898,22,уборка,Санкт-Петербург,7,18.707782852306163,4.707688018299975,54,24,0,4135.2595626155835,3.493290633907039,6,22,4,1
4899,349,уборка,Санкт-Петербург,5,21.783973513286085,3.398850938535748,22,18,1,3434.723228601012,7.012978107034344,7,20,2,1
4900,726,уборка,Москва,1,10.41978445004419,4.196122460337829,40,26,1,1640.7542256684465,9.963053459143094,6,20,3,1
4901,683,штукатурка,Москва,3,6.060271367444723,4.90548684859526,27,9,1,3894.5177775486227,5.065582722681924,4,10,3,1
4902,835,покраска,Новосибирск,3,8.041445782038306,4.441453703719143,42,16,1,4320.171776171343,7.0535321662438575,6,12,4,1
4903,566,уборка,Санкт-Петербург,7,16.228739015928703,3.231616354713447,39,1,0,3434.3620469490725,2.4370835207340527,5,6,4,0
4904,906,покраска,Санкт-Петербург,3,8.766494531515761,2.4548117219283045,48,16,1,2576.4575248761457,9.470964611851777,2,15,3,0
4905,810,покраска,Санкт-Петербург,11,16.48796122906998,2.9298577966558383,40,6,0,1554.3264598465648,8.103906378256307,3,12,3,0
4906,320,электрика,Москва,5,21.37986185759722,4.367304672762177,45,15,1,4673.388483754306,6.850762081950064,6,23,4,0
4907,126,уборка,Новосибирск,4,22.16467834702389,4.413418440602561,32,26,0,3974.4290656805656,3.1339286920463905,3,19,2,1
4908,277,уборка,Москва,4,5.358205720002256,4.383419689433454,57,0,0,1656.7890814413213,0.8160308067417155,3,2,1,1
4909,976,уборка,Екатеринбург,7,22.63771004059896,3.388897611000044,24,21,0,4442.071356205521,9.68224550883096,3,17,1,0
4910,204,покраска,Екатеринбург,1,20.344300117974594,2.9078236710304517,55,21,1,1685.7140300704027,7.252034695054222,2,21,1,0
4911,194,штукатурка,Екатеринбург,7,0.854151434376847,2.245352224382647,57,26,0,3990.1664092615606,1.3657260159697604,6,22,3,0
4912,681,покраска,Новосибирск,8,2.2367291651476497,1.0134434207277172,32,15,0,3929.2351566567736,5.518424042085942,3,17,1,1
4913,664,уборка,Екатеринбург,3,19.56436030488122,4.057941083443824,22,35,0,4706.51838933139,6.110088989349883,6,17,4,0
4914,547,уборка,Новосибирск,3,11.819265037129435,2.1079931200562187,29,15,1,2079.003927780928,4.434517547393564,7,18,2,1
4915,696,уборка,Москва,4,4.810067987482144,2.3187115815413497,30,23,1,3485.449375176403,4.7176285869106085,1,3,2,0
4916,286,покраска,Москва,6,1.809698495504181,4.373924899388175,20,34,1,3406.4635328457007,5.459893952048097,5,4,2,0
4917,57,уборка,Новосибирск,7,5.20225104983671,1.2090046284904825,36,32,0,1622.4272644149519,8.015060334420275,4,3,4,1
4918,734,электрика,Москва,1,28.74666194748769,4.710481325829754,43,16,0,3734.077188576075,8.116902632713195,2,19,1,1
4919,303,уборка,Москва,4,21.963186426343608,1.0054476897540257,47,4,0,2389.102715238489,9.605982300193087,3,13,2,0
4920,163,штукатурка,Новосибирск,7,16.06730991756167,4.756676459301625,45,34,0,2663.720484430887,1.7190014420625899,3,18,3,0
4921,19,электрика,Екатеринбург,11,28.275444751610458,2.8190339643336655,32,18,1,2344.7387280411135,1.1024758199592355,3,6,2,1
4922,370,уборка,Новосибирск,2,18.763757911607314,1.4084905006072783,35,33,1,1695.7311794041052,6.105398374855104,6,6,4,1
4923,264,электрика,Санкт-Петербург,1,21.906533054279684,3.6966454689647494,24,31,0,2083.1984674310293,7.038357336672007,5,19,1,0
4924,794,уборка,Москва,1,8.838228645923225,4.583425702884887,31,24,1,2225.578181859578,3.3994369838859217,2,12,1,1
4925,113,штукатурка,Новосибирск,10,17.874964385881277,2.75229126739048,41,21,1,3520.6394778617596,9.848486668153102,1,0,4,0
4926,488,уборка,Москва,6,4.7325787067862874,3.7654316161226653,41,38,1,1972.3469691306457,8.411945436652989,7,1,4,0
4927,327,электрика,Екатеринбург,5,12.432252783334373,4.917450880757176,28,26,1,4722.498632717327,4.931319281647154,4,3,1,1
4928,542,штукатурка,Москва,1,1.4805895871049983,1.9628032948520202,56,32,1,2311.253015847014,7.242000521738615,1,3,1,0
4929,647,покраска,Новосибирск,10,6.890528583689075,4.2817978276907525,57,7,1,3781.1063169021227,4.530587395400455,1,23,2,1
4930,579,штукатурка,Екатеринбург,3,2.7086245679689034,2.1809484373887065,27,29,0,2051.5350161674824,1.996223463916439,6,1,2,0
4931,65,штукатурка,Екатеринбург,11,11.939475175463325,2.70535039996064,50,25,0,4282.964440830727,1.593684429373814,3,0,3,1
4932,292,штукатурка,Екатеринбург,7,25.36953735683546,2.1270634739890433,37,14,1,1750.2945314254348,2.899793992052495,2,21,2,1
4933,25,электрика,Санкт-Петербург,9,11.649056137179066,2.7840469937364896,59,35,1,4081.576613642797,8.957298356283479,3,10,4,1
4934,549,штукатурка,Новосибирск,9,25.03336896684198,1.02035612971313,56,11,1,2876.079025809664,3.7573324413812106,7,0,4,1
4935,1,уборка,Новосибирск,6,19.866700221077178,2.213755389321086,39,11,0,3129.3175662319563,9.067066814983878,7,5,3,1
4936,911,штукатурка,Екатеринбург,3,15.53111867560942,2.781176255750783,52,3,0,2782.117124750543,7.9810707442044295,4,15,4,0
4937,549,штукатурка,Москва,1,7.48830495120925,3.528960734824384,45,2,1,2907.1660662207323,6.069158400458915,6,14,1,0
4938,141,уборка,Екатеринбург,3,27.703604738902495,3.5494455647036354,53,36,0,1518.6382215118058,8.97422667147111,2,8,4,0
4939,744,уборка,Санкт-Петербург,10,2.0989238608399816,3.3351424738819713,47,37,1,1591.5227081543371,1.894632103144347,7,20,4,0
4940,648,покраска,Екатеринбург,2,20.822934022115053,2.1721273183691876,23,31,0,4278.776808827792,0.7622209400681856,1,13,3,1
4941,901,штукатурка,Новосибирск,11,18.82657683787638,4.789617263742982,18,25,0,2247.197558304988,7.503750258269396,3,0,2,0
4942,188,электрика,Екатеринбург,5,13.51072490656754,2.5678792949643974,21,3,0,3625.5407929222647,9.05416231148812,1,20,1,0
4943,128,штукатурка,Москва,8,7.589468181131857,1.8675757649562312,42,0,0,3786.6389562956183,3.8309432537762333,6,9,2,1
4944,201,штукатурка,Новосибирск,5,13.205530136935373,3.2180517586719493,56,4,1,3942.9341628933375,0.046550256558840486,4,20,1,1
4945,127,уборка,Москва,1,26.24679540382591,3.9957146795236542,28,1,1,3590.695964819037,7.663311042538705,6,1,3,1
4946,257,покраска,Екатеринбург,3,25.184600252521147,1.048934291289065,55,10,1,3700.7538754640645,3.6493939740325065,5,18,2,0
4947,676,штукатурка,Новосибирск,5,28.270746874322363,2.1053760295821897,54,8,0,3535.266521425899,5.85621432986186,4,19,1,0
4948,547,электрика,Санкт-Петербург,7,9.579899595444816,4.299911410400119,29,7,0,4748.625318120626,2.0939692388962152,6,2,2,0
4949,194,штукатурка,Новосибирск,5,11.91957267188175,3.028084373542393,46,38,0,3826.0482527464883,6.8131967339481525,2,2,1,0
4950,703,электрика,Москва,10,1.052421503465968,2.633953218319656,51,14,0,2735.2723669206543,5.318965818764018,5,18,2,0
4951,104,уборка,Новосибирск,5,28.31702484424024,4.723605118329248,35,8,0,2748.227337812078,0.2811634664703111,6,14,3,0
4952,535,покраска,Санкт-Петербург,7,10.217007708609431,1.3581403884913548,26,29,1,1778.6236847334733,0.06117749643537174,1,17,2,1
4953,265,штукатурка,Санкт-Петербург,8,12.4228327352233,3.4622808031113963,29,28,1,4971.248473750094,4.377332714405236,5,21,4,0
4954,802,покраска,Санкт-Петербург,8,27.28023603769814,2.368754864975108,26,24,0,4617.679673564526,1.6393555427609796,7,16,4,0
4955,942,штукатурка,Санкт-Петербург,7,16.034653689920987,1.2832935931717029,18,21,1,1650.7411480683336,9.056358469438717,6,10,2,0
4956,974,электрика,Москва,3,17.2021489817866,1.8549780344432807,24,33,1,4516.2263335283515,1.0435867930433496,3,1,1,0
4957,384,покраска,Новосибирск,11,5.698868725452047,3.5117328520691373,56,21,1,1984.4844843816613,7.161858210888888,1,9,2,1
4958,260,штукатурка,Екатеринбург,2,15.210470614150307,1.1131077354182297,59,29,0,2336.6713005823212,3.4995090334970613,6,14,3,1
4959,414,уборка,Санкт-Петербург,1,27.58715372680884,3.3689952615574037,51,9,1,3882.749445414392,9.349715845913584,6,21,2,1
4960,991,электрика,Екатеринбург,6,16.982183599183816,4.827401684869217,49,4,0,4055.750612376753,1.3293084006319866,5,16,1,0
4961,358,покраска,Екатеринбург,9,8.025932756872862,4.180384249481078,45,4,0,3270.1240841464187,7.7772436168615755,4,14,2,1
4962,75,штукатурка,Новосибирск,3,1.4198354919755038,2.3823883173353826,43,1,0,4887.102353121143,9.592254478551492,7,13,4,0
4963,355,покраска,Екатеринбург,5,10.420902316895006,1.5528305854464333,53,29,1,3213.6524336891325,9.56974979309017,5,22,3,0
4964,584,штукатурка,Екатеринбург,9,17.39143196490151,2.8602577356519143,57,21,1,2404.260986761404,2.5620355141588833,2,2,2,0
4965,771,электрика,Москва,9,1.7570920069394884,2.5718017447136217,31,12,0,1531.709623362586,2.964672076308842,1,5,1,0
4966,910,уборка,Екатеринбург,7,18.488881030089107,4.886931840095408,48,38,1,4535.552794839588,1.4948513287078258,7,18,2,1
4967,188,электрика,Новосибирск,4,15.940707899984327,4.959472218033688,33,24,0,2883.583437416328,3.7263742470400985,5,21,3,1
4968,973,покраска,Екатеринбург,11,23.611346340413842,2.6423386252951646,56,26,1,4238.881792416046,6.820949032309783,1,19,4,0
4969,685,покраска,Новосибирск,2,1.352201082022874,1.5951359341197473,59,26,1,4208.488130851561,0.10756471461146444,4,8,4,0
4970,992,штукатурка,Санкт-Петербург,2,23.534996672152754,4.642438198571621,28,20,1,1652.4835179066051,6.503074816357213,2,2,4,0
4971,290,электрика,Екатеринбург,4,15.865872849864154,4.174169102667973,28,30,0,4375.508834825788,0.17826773835220244,1,14,2,1
4972,45,штукатурка,Екатеринбург,1,11.430615317001488,3.0450968266227902,55,14,1,2512.017331227096,6.67403172253234,2,20,1,1
4973,573,электрика,Екатеринбург,4,28.978797802585312,2.4614185720605652,29,37,1,4444.307938738382,8.404288779219723,4,5,3,0
4974,83,покраска,Санкт-Петербург,11,5.223526643463565,2.79266331039891,59,38,0,3222.6017706610246,3.6016075486787456,7,9,2,1
4975,123,штукатурка,Москва,6,16.469091013187644,4.607524701220441,26,35,1,3570.5683192437577,4.066242808789004,1,0,3,0
4976,358,штукатурка,Екатеринбург,6,9.968953470978112,1.7385737910541539,39,35,0,1854.7970170335357,7.276519350015114,4,22,1,0
4977,528,электрика,Новосибирск,7,16.060848174462407,4.227134084493883,55,0,0,2827.5113984994123,8.092728282535655,4,5,4,1
4978,66,уборка,Москва,5,16.792125851122158,1.0727625313086215,26,10,0,4898.129820182972,9.99646716864717,6,12,3,1
4979,936,электрика,Москва,9,3.1387233285329503,4.68228797256834,20,4,1,4740.616637751762,5.40609257000488,2,15,3,1
4980,657,уборка,Москва,2,20.003486834091316,3.001189118584823,56,33,1,4979.704659547132,8.54583617083279,4,3,3,1
4981,375,электрика,Екатеринбург,2,19.21720412961085,1.9069913053646887,52,36,1,3285.754737231444,0.5611576984115241,4,22,1,1
4982,162,покраска,Санкт-Петербург,4,23.199284601716688,1.0114260112687297,47,4,1,4363.959833654719,1.070852796444246,5,11,3,0
4983,746,штукатурка,Санкт-Петербург,4,3.1744255629455447,3.238185874979097,43,19,0,3092.671655455369,8.704160807688222,1,3,2,0
4984,380,электрика,Екатеринбург,4,9.26912713365879,1.9779514822393525,25,12,1,4794.904532256576,3.7843267117111257,6,12,3,0
4985,656,покраска,Новосибирск,1,19.678262691978986,3.5250573440433732,49,8,1,4950.966752072185,2.260566373046916,6,15,2,0
4986,358,электрика,Новосибирск,4,4.53355936451045,2.124677125808189,39,4,0,4572.275030015216,4.052345519832931,4,23,3,0
4987,188,штукатурка,Новосибирск,5,20.48914721825905,1.3520961167609076,25,37,0,3674.0714259201154,5.256181465605501,7,0,2,1
4988,322,электрика,Екатеринбург,9,2.241287969202478,3.0202065193742373,19,31,0,4961.3387752445105,3.2410932975052162,3,18,1,0
4989,450,уборка,Санкт-Петербург,3,10.380480812309019,3.2579429451525774,31,29,0,4943.099517131148,1.9765409635347408,3,0,1,0
4990,474,штукатурка,Екатеринбург,3,25.477978108809314,2.810360102158203,22,27,0,3162.77673500467,0.37005276174232327,5,12,3,0
4991,13,уборка,Санкт-Петербург,5,23.341593066244226,2.8321422173191255,30,36,1,2563.199947232456,7.675883681595618,4,10,2,1
4992,184,покраска,Москва,10,19.520441099199093,3.3586005116000615,40,27,1,2155.972606234792,9.039758186033445,5,16,3,0
4993,111,покраска,Екатеринбург,6,26.178523290440484,3.105414037640614,30,5,1,3869.543457435843,0.1720948277115919,3,6,4,0
4994,927,электрика,Санкт-Петербург,3,21.423451553079914,1.5302701554506326,36,28,0,1621.7917760036976,3.4946450754258374,1,22,4,0
