тип_работы,продолжительность_заказа,город,расстояние_от_центра,требуемая_квалификация,сезон,день_недели,время_суток,наличие_бонусов,средняя_температура,количество_доступных_работников,историческая_средняя_цена,уровень_безработицы,средний_рейтинг,цена_за_смену,время_самодобавления
штукатурка,7,Санкт-Петербург,7.0493107610924675,низкая,3,7,23,0,-21.523359348649752,7,4523.376573702681,1.0598317280228997,3.997410038053,8287.87082891025,3.610792474269065
штукатурка,8,Москва,16.690052239814783,средняя,5,3,19,1,28.13845686940683,47,1501.8872496400927,7.593523358468943,1.012307054119454,4132.800218886878,2.6530045000705895
электрика,2,Екатеринбург,27.231738718690853,низкая,3,3,5,1,-4.20100167117349,22,4736.931373043171,9.012440509846671,1.668124767404764,4330.5666940371575,4.920296195741503
покраска,7,Москва,27.42543546960773,низкая,3,3,23,1,-5.136731245865008,27,2771.995179376161,3.2026850635339987,2.3035672987718314,9068.15187688922,3.0626672302798674
электрика,6,Екатеринбург,2.1155314370118523,средняя,1,3,16,0,22.65026492400399,99,2977.5141050349416,4.091732903128658,1.2461714394926644,3831.919701963624,2.9651024781925064
уборка,5,Екатеринбург,2.8570323280808587,низкая,8,5,13,1,-29.391938701723323,38,1798.597113284298,3.7372589127624356,1.7126736083938403,7439.826347687405,3.1897618151141716
штукатурка,4,Санкт-Петербург,7.731012186584134,средняя,9,7,4,0,-0.6777014512504316,88,4571.519992525722,4.790429441481951,3.3257316395182044,9351.435474417362,4.869648243358414
покраска,2,Новосибирск,8.024253847849511,низкая,5,2,14,0,16.430804295542963,14,3387.216303210379,4.139820071724783,2.8282159609430435,9618.207060627554,1.696775528691771
уборка,10,Новосибирск,3.299230669557908,высокая,1,6,22,0,25.164620139430767,40,4669.964750381037,3.862378720037616,4.442227158437737,4425.505703960978,4.200155532368932
уборка,6,Санкт-Петербург,11.959668564616495,средняя,1,4,9,1,27.538575505392885,77,4232.854882391966,6.5994685864406595,1.8955801860392505,9601.342549381363,0.5212823725311688
уборка,5,Екатеринбург,17.837899084392973,высокая,9,4,1,1,0.2692109748014744,50,4642.934636810187,2.72112645635618,3.141359264480036,3103.896621629156,3.319514499071348
электрика,2,Новосибирск,17.55578491768418,высокая,1,7,11,0,25.100991204232116,75,4818.90522577124,9.426340914628037,4.446705295431128,3940.603191767516,2.920877918870486
штукатурка,10,Новосибирск,16.531175597128485,высокая,9,4,10,1,-27.675485555684432,32,4600.665270087882,3.084764746138399,1.2417321069238048,5213.6798931318735,3.19631164230361
уборка,7,Новосибирск,10.490821784181167,высокая,3,7,6,0,-10.147338897644474,69,2234.4234789037237,2.1457985041956382,4.4802666774942335,8076.732662047834,2.2733738791170524
штукатурка,6,Санкт-Петербург,21.340442716839128,средняя,3,2,6,0,-29.31761033592438,81,1745.3938661714699,9.719063735603946,2.3759239430838908,2717.307067832911,3.554814399950358
электрика,11,Москва,24.881276258941604,низкая,4,7,18,0,-19.240850731260917,66,3670.886101944443,2.2880532992220814,4.438005427692344,3779.75496858569,3.3551106678997735
уборка,9,Москва,10.71509086108355,средняя,5,2,6,0,17.107532649436422,96,2042.696812368851,5.366767883577387,3.7271865496860896,5813.824319932779,4.2775765209374335
электрика,11,Москва,3.0232930993341287,средняя,6,6,13,1,-29.71242962937318,87,4520.873173941408,3.289187366495608,3.69120679349314,2598.046131643662,4.577362107419508
электрика,10,Москва,9.241742407209767,низкая,6,5,11,0,3.998607177838167,5,4816.097042479514,0.7747503506667575,1.1917675470409796,4821.354258557404,1.1135968967356058
штукатурка,5,Москва,4.552375309959632,высокая,10,5,9,0,-3.0909001831407004,40,1924.4689326101727,9.529125927174016,4.764770950756081,6916.661059126154,3.7362214562356413
уборка,9,Новосибирск,14.287082453201835,низкая,9,6,4,1,-22.01339860788656,38,2325.4376506764656,3.742629538378466,2.724429446058426,8180.804413708172,2.768998259155341
электрика,9,Новосибирск,5.1000869638243085,высокая,1,4,22,1,14.566228452468906,72,3688.2878791377693,6.448193486006494,1.4334810623108747,6006.95092728276,1.546139406605992
уборка,1,Екатеринбург,14.15392035091033,средняя,9,7,6,1,15.053051215087912,91,4038.402706122421,8.622527693170637,4.067256941713209,5586.352777558625,1.0373799868767313
штукатурка,5,Новосибирск,7.019585323577109,низкая,4,6,5,0,17.212655197657412,62,3293.092476884352,5.5298439690226955,4.467241425617635,4654.421319901396,1.2791097301313576
электрика,9,Санкт-Петербург,22.292567611140885,низкая,7,2,19,0,19.744990765775718,2,2791.613656894665,7.128542336722713,4.717984375938359,4947.131249150798,2.079965793102956
штукатурка,7,Екатеринбург,1.3132631046574463,высокая,6,4,23,0,-9.52552539941938,40,2571.087269878588,7.846062198243877,3.025635682011096,6318.232861331564,2.47342810141124
уборка,6,Новосибирск,16.865015963041806,низкая,9,7,1,1,34.61840378271263,71,3830.8883999713994,3.8154441593190636,2.615156213962584,5168.827539280925,1.6514573729092057
уборка,6,Екатеринбург,5.499904110141673,средняя,2,5,12,0,-25.258006927095714,50,4105.965209256285,6.2877642303891665,3.3337489762418353,4538.682843815653,1.9459428061787436
штукатурка,11,Екатеринбург,0.5292600018539986,низкая,11,6,15,1,12.100198896296043,22,2510.926386617371,2.059583510230627,2.1873298964631016,6987.107378457716,4.568287067058161
покраска,7,Москва,26.14140259791181,низкая,2,4,7,1,33.10038132667093,7,2640.9853060464256,0.5533646484076482,2.571251287339067,9973.136848427908,1.0351916285198848
электрика,1,Екатеринбург,20.310069740514994,средняя,7,5,12,0,-15.41981999969267,73,3110.2357499173763,9.86725709435328,3.1561380600960067,4346.891941379165,0.3158635221629402
уборка,4,Новосибирск,3.4188132504904405,высокая,12,7,13,0,-11.921879652866373,35,3075.7594403079524,0.9260466983399529,4.297616065075344,2960.6921406488736,3.739434880449304
уборка,1,Москва,20.090134846673738,низкая,9,1,4,1,7.438533490747609,24,4449.291280231122,4.287223881899184,4.413825951834058,3178.8065621943674,1.7490778820168416
электрика,6,Новосибирск,18.543596315759157,высокая,5,7,22,1,20.781743798028295,36,3029.1833933327816,0.6740530084199103,1.524821709169088,6854.892188667412,1.3549725520329752
штукатурка,4,Москва,14.464022267774498,низкая,7,3,2,1,-8.618446111198956,53,4924.432707755435,9.226995386417077,1.5357863846454234,6454.970931563448,4.742359079788936
штукатурка,1,Новосибирск,12.868113903555614,средняя,11,1,13,0,24.39038563714896,82,2588.3717993113723,1.0919118612193501,1.736840588863485,2853.9925992756557,1.9059675744850209
штукатурка,9,Москва,26.66855800601418,высокая,8,6,22,1,-14.332153887661388,26,3924.8728233389625,7.865072530881391,3.385519347252732,5280.617315406128,2.154681719882206
покраска,4,Москва,7.731866586974813,низкая,8,4,22,1,26.833834547218437,79,4156.276893878121,7.157481407715668,1.8112316977342613,8833.641298358238,3.083067940972449
покраска,6,Санкт-Петербург,12.250146681894806,высокая,4,4,12,0,-13.558046931206817,56,3706.413886470198,0.45041961207496595,3.4502024194692043,5823.373403408323,2.0304895012382334
уборка,7,Новосибирск,10.208904680397405,низкая,10,2,16,1,10.13328511863331,86,2784.6671622102367,7.212686696109226,3.9014640370670812,8254.517201687711,4.147768828820968
штукатурка,8,Екатеринбург,23.25043035658069,средняя,7,3,8,0,-6.743571145914306,89,2400.953387475642,9.693101595770834,4.434056641709395,2370.7394266517585,2.2948861187536806
электрика,11,Москва,27.53572653385991,средняя,1,5,6,1,-9.081302697108377,43,3614.9875688912316,5.210069112172672,4.469290712413561,5930.685110122611,1.9886339268875757
уборка,9,Новосибирск,25.5685601128368,низкая,4,4,17,1,-6.9902879885461005,89,3805.209153134209,2.8950208974637723,1.858751366208974,8592.615346740135,2.9043819663118082
электрика,9,Москва,24.03226594384317,низкая,12,5,20,0,2.4480919396498706,41,2401.6776522763244,5.449727107185494,2.248860373365209,6815.794804757,4.65148053409028
уборка,8,Санкт-Петербург,29.610303394317448,высокая,5,5,10,0,24.928158129895756,89,2677.711866675971,1.2100862394110956,1.7266602708952097,2914.738466640755,2.7185130234001273
покраска,10,Санкт-Петербург,21.06576423710636,низкая,10,5,15,1,19.355685342002836,38,4517.220453201424,9.55962197841789,3.721913709346577,9077.178235197523,1.6196842710760837
уборка,11,Санкт-Петербург,22.656086840799247,высокая,12,7,17,0,-0.7928423930368389,89,4336.793882372076,3.6533138166015378,3.7471930635917423,3481.578806275167,1.773710819022916
покраска,3,Санкт-Петербург,29.49267492129806,низкая,7,1,6,0,-11.659581192091192,7,2143.2327946708674,4.570027535211791,1.0159869569000621,7695.849606650185,1.0676522267304571
уборка,2,Екатеринбург,0.7062281692756354,средняя,12,5,3,1,25.52956376320367,40,4766.745420398984,4.013946710078608,1.6593992750306885,2579.346508280889,3.1737939192544524
штукатурка,5,Екатеринбург,19.204427104872767,высокая,6,2,18,1,26.5620257711316,24,3698.114962861736,0.27852970379388053,2.3393344989667577,6307.212468456309,0.24249917064701917
электрика,1,Москва,22.299660192622042,высокая,4,7,21,1,-0.5110404592025226,83,3238.6417360488113,0.34353422119117294,1.828786887004196,4404.3542265460155,3.467318934921569
штукатурка,3,Новосибирск,27.575898085837252,средняя,3,1,23,0,15.229980788954997,22,2203.0259146950793,5.6237155943305615,3.205388712688723,9811.568760236296,4.4960146334248545
уборка,1,Санкт-Петербург,26.57340697343811,высокая,11,1,23,0,-5.997868346082676,46,4055.6831056999436,5.023245034885033,1.1616885534016665,9197.134181741163,3.292111667598673
уборка,3,Санкт-Петербург,25.33784009639693,средняя,6,4,23,1,-20.308650765981014,23,4722.782914868236,9.864955411997649,4.3048678260095405,5526.232168870145,4.226071849183832
уборка,4,Екатеринбург,28.40084252228026,средняя,10,3,20,0,-9.103611314961462,84,1727.31937660483,2.6323515327949876,2.8645466204300707,8830.880102479336,0.5166373977628266
покраска,7,Екатеринбург,16.352686043454373,средняя,12,3,10,1,14.335480707410717,84,3322.6063296981974,3.6847765820693845,3.375231389460278,3915.0839595298467,3.6991067970247378
электрика,5,Санкт-Петербург,0.7041428197523893,низкая,5,6,12,0,20.011628130010884,7,4569.962176490275,9.878622488060426,3.319184402957392,6163.264862197649,3.8150239641677883
электрика,5,Новосибирск,0.826104761561781,средняя,12,4,5,1,25.35760054952447,34,4833.830146647502,0.47882675225327187,2.8027827167121866,8629.621151239156,1.771010434977513
уборка,1,Москва,16.566852140726812,высокая,3,3,12,0,-28.84867449499731,11,1752.4891509975828,6.426350687439173,3.269583364716865,7475.986310589171,3.5414072363677636
уборка,8,Москва,13.340531046486268,низкая,4,5,1,0,1.6163983995889772,43,4268.691904620643,1.0164567783395395,1.3043095708316348,5590.063508930138,2.2230417505864195
покраска,4,Москва,13.81172907428073,средняя,2,2,21,1,-12.195062829274523,72,2484.9218390695587,9.463987426689775,2.538192300840667,6283.264629885765,3.6263734340263443
штукатурка,10,Москва,12.31193974769609,средняя,9,5,13,0,14.45736840792123,11,3395.2652375848247,2.880880874493278,3.839491336256544,4325.405005272378,3.5169466263931284
штукатурка,5,Новосибирск,27.572911368191452,средняя,7,3,12,0,-14.0534631958064,43,4243.0636945967035,8.140976422792702,2.4649867007675725,6508.700494028821,1.5780756888366367
электрика,2,Новосибирск,11.095525359508802,высокая,12,3,4,1,6.80821343330426,25,3407.9708293689646,9.112565360985732,2.0161987167397832,3086.9841785383005,0.23778659140290637
покраска,1,Новосибирск,25.758694782010956,низкая,10,7,2,1,16.277572409965465,31,1885.2096933228206,8.470159118695364,3.260482079050061,8055.448794363694,3.917440844852968
уборка,9,Екатеринбург,27.134511416853407,низкая,3,2,23,1,20.054219776714007,26,3566.8720151526563,5.56902039810611,2.906371968477419,9959.538130034794,1.5386326883278585
электрика,2,Санкт-Петербург,15.235302214969167,низкая,8,1,3,0,-12.484561133568565,74,1912.3381840853044,9.734165750140994,3.1337570944676294,2415.7390921410683,2.9184772889434134
покраска,6,Новосибирск,13.684672102270104,высокая,8,1,13,0,-24.290910481052705,97,2716.053203526883,6.766055023237646,4.833563092620306,8340.21014753762,3.1631075272087292
штукатурка,1,Москва,22.95010782435568,средняя,11,2,17,0,-15.783631113594891,71,3453.808451200228,7.861461340783691,1.599982216672652,8718.029796267441,4.436665278848291
покраска,1,Новосибирск,21.38515947537653,низкая,1,7,10,1,8.943541892969527,45,4969.952419215146,2.441210641346818,3.465930563839736,2270.7655404710863,0.2407845654808946
штукатурка,9,Санкт-Петербург,10.191785939588074,средняя,5,1,18,1,-27.370802934037112,58,4044.2561044652425,4.183731824066511,1.1223277172204225,6678.288662960919,2.711318693225828
покраска,4,Екатеринбург,3.525169714777074,высокая,5,7,1,1,-19.67397423986186,64,2561.5594282585826,5.981868730228177,3.5887417481659254,9141.969590647874,3.207291741142357
электрика,9,Москва,8.31314580538317,низкая,12,3,1,0,34.70585729708695,20,4567.93324649586,1.4581207164642784,1.7891336666476185,6542.079887577791,3.093564758764003
штукатурка,11,Екатеринбург,4.36534092146282,высокая,3,1,2,1,-5.148456619985193,79,2291.5147246116917,9.657285463356548,4.227633761130442,6705.51971499205,3.817721110120698
электрика,5,Новосибирск,9.194602135412396,низкая,2,3,22,0,2.2742078334477753,80,2843.971345515277,1.0970759453562418,2.07872417403417,9964.144450384701,0.4007597133411519
электрика,7,Москва,8.223736184633573,низкая,1,4,15,0,-29.284534431331263,99,3764.5746047081934,7.328603274343139,2.604252495116111,9183.476003133497,1.2237591851887952
штукатурка,1,Москва,19.31248700465805,средняя,4,5,0,0,8.474006460216003,62,2936.965000740091,0.580178971880061,3.063047522053472,7077.204222935501,3.2387093380915353
штукатурка,6,Новосибирск,28.657632839416,высокая,12,1,9,1,-8.855585511906689,61,4053.519449237869,1.0264028216660892,3.4398493751632917,6113.956114452383,1.7545679941618875
уборка,8,Новосибирск,20.729440103749265,низкая,11,4,5,0,4.462559915832664,85,3777.1253141372968,6.233334845697352,2.1965718089130712,3535.3886640106643,1.3722129056048904
уборка,1,Санкт-Петербург,27.836157537904803,низкая,10,6,16,0,4.197692322223446,54,3835.4957030231576,4.524827439452918,1.6269333154705787,8752.874949912639,1.9471771277606407
уборка,9,Новосибирск,23.63190162894908,высокая,2,1,18,1,32.88473420029054,35,2970.9231136894914,0.03643918678104874,3.5407906679682233,4285.407135640424,4.34425994490832
электрика,3,Новосибирск,21.97238985109961,средняя,5,4,11,1,-12.56329509593192,34,1692.9547454863487,3.9366591993663116,2.767647101693438,2052.515481545509,1.1414231580206986
электрика,1,Новосибирск,12.714827236293571,высокая,12,2,19,1,7.078139832631749,1,4554.475443606756,2.500901484602376,1.23052568371702,2447.8129341176186,4.021146616867631
уборка,1,Москва,10.081437834469375,низкая,11,4,15,1,-5.199081232504589,9,1759.0798083773498,8.715844116177045,3.1474086576043026,3573.490091402203,1.866364799774348
электрика,11,Санкт-Петербург,25.465182487951118,высокая,10,3,23,0,-2.5700123516922595,94,3124.120835152924,7.080881752309965,2.8685821664116213,8508.150775221777,3.3800431769713417
электрика,6,Москва,27.209100371405658,средняя,12,2,1,0,-26.38866093249856,21,2556.7909604631086,7.374998036781401,3.049357464557139,9796.276164206352,0.8079258126223055
штукатурка,11,Новосибирск,13.830533562702495,средняя,2,7,14,1,14.749445825839615,82,2537.1583261008877,9.509491598501953,1.4283527251365857,7733.411170810025,0.9189815788696772
штукатурка,6,Санкт-Петербург,0.7673613965060102,средняя,1,2,22,0,-17.306448484360054,22,2293.1850149358515,7.098596206877117,2.8918969113027164,3329.953792793395,0.7460902262495842
электрика,1,Новосибирск,23.879666237740878,средняя,10,3,18,1,0.4517791701312852,90,2450.784597958146,1.6057153064387786,3.981017736525482,8920.263219972618,4.232892020916787
уборка,3,Москва,8.909530793932603,средняя,10,1,0,0,-1.7724737543583124,76,4843.6945219124955,9.373120119181758,1.5309103205175387,8480.268095984615,3.531314899827531
покраска,7,Москва,0.7916920179991618,средняя,12,2,5,1,0.4291725688197765,31,4902.18504525185,1.1310768653205283,3.4943491633782955,8791.183105532604,4.4165789039349885
уборка,10,Новосибирск,24.247162489795603,средняя,10,1,17,1,-5.589510262455075,37,3498.2359538381525,1.9260809548213997,1.7114828414050227,3449.3628239794243,3.162035397501406
покраска,3,Санкт-Петербург,15.763718570098495,низкая,10,5,18,0,-14.244948044077415,48,3336.298478751608,2.8514475099762215,2.23636692944434,6130.361525549126,3.249123881763735
уборка,3,Москва,20.713717016984837,высокая,9,7,21,0,-0.8335865591734013,2,1669.2778051867504,1.7510062661037895,2.4506194025917147,7010.813812490805,2.6850198696643246
штукатурка,3,Новосибирск,27.483349723762085,средняя,2,4,2,0,-26.99573087723854,16,4313.0739589444,0.18321329643653517,4.053537089495082,7421.964475263827,0.38768539182609807
электрика,7,Екатеринбург,16.46462798907411,высокая,10,7,4,0,-14.249034086614259,50,2096.9312409438326,4.591560397854375,1.9042778489348868,7479.5575746266195,0.2729883068328509
электрика,4,Новосибирск,15.34422514107949,высокая,4,4,2,1,21.015144151103875,23,1999.0419368069915,6.879683069316305,2.054619002421666,2106.7882146247257,2.5176924592365255
штукатурка,4,Новосибирск,9.074532579773773,низкая,3,3,6,0,24.783325231554727,99,2984.248241704808,4.212272353171784,4.480354565178908,9677.996324345499,2.532458472052084
покраска,3,Санкт-Петербург,9.503218115978603,высокая,1,3,6,0,16.495106980377656,6,2716.3928193310576,2.3477512097246365,3.9737195025279712,6634.189115894306,1.1968326605495008
покраска,10,Новосибирск,23.997990947874552,высокая,8,6,0,1,11.116662017384918,61,1838.2280916434472,8.829037832459344,3.024992088389392,3553.380126984246,2.9823485815523454
покраска,11,Екатеринбург,13.746362744785143,средняя,2,4,21,0,22.732274355546906,36,2017.7700272676802,3.8830079656054983,2.2638821654197816,8129.766200668919,4.508496538498585
штукатурка,9,Новосибирск,5.324023153939551,средняя,11,5,12,1,-21.69098990110588,22,4973.179920870891,8.388821054747465,4.166891691011987,2432.3673630689855,3.935755600977101
покраска,2,Екатеринбург,3.28859853801462,высокая,8,3,12,0,4.1415189724252315,62,4071.889898163055,1.784985846170597,3.2503674793087525,3322.0508819211573,2.876420948546201
штукатурка,4,Москва,14.451143447422492,средняя,12,5,14,0,-22.439482761930208,11,3594.95018492306,3.333815613156008,2.3214380082180304,5173.299042605302,1.3860758146762169
уборка,8,Новосибирск,14.216173196723048,низкая,1,6,18,1,20.561294882084127,98,2562.6577054499976,8.035098476189077,2.2593821344360623,6505.370864724654,1.2715460328347343
уборка,6,Санкт-Петербург,19.777019207059183,высокая,6,3,6,1,3.8361650513162004,85,2999.5403994837125,0.3044647700348413,2.8290734131246436,5341.353064706934,4.175869165848407
штукатурка,7,Новосибирск,14.39649059348165,высокая,4,2,16,1,22.651617537261643,77,3697.9425838424895,9.204898632445541,4.794644329495163,4429.420307596117,1.9033514522745005
электрика,7,Екатеринбург,4.732533271959334,низкая,3,6,9,1,21.939122629801048,45,4244.978529784854,3.965561237429541,3.573077771035372,7895.738807887649,3.1082737051644593
уборка,2,Екатеринбург,15.480185101556149,низкая,1,1,18,0,0.30380449477256377,82,4812.4319886087105,9.779818953327194,3.7174502448500704,2053.8134359267337,4.439044530558535
покраска,4,Санкт-Петербург,27.250287414637743,низкая,10,4,17,0,2.29682916088548,56,1929.3815879667832,7.013599089045323,2.5476197777713385,7427.446455021345,1.9046748124525588
штукатурка,10,Екатеринбург,5.203521642796266,низкая,11,1,7,0,-28.16261281222162,45,2170.74594615963,9.493926188957651,4.90627100847836,9598.886304763251,3.5451478098462474
покраска,10,Новосибирск,20.847761908843594,высокая,12,6,7,0,4.028363874516806,44,3486.500578923346,0.6621023988462227,2.628199638391421,3203.9416031146297,4.027910399283835
покраска,6,Екатеринбург,18.018848316483034,средняя,1,4,8,1,14.03521044457829,94,4784.7267586869875,7.220142323935943,1.0478918663454566,8845.889559198149,0.8309998975136046
электрика,3,Новосибирск,22.58327893799818,средняя,11,6,12,1,-14.812379658823108,88,3083.8967912742846,8.754627101314517,4.204703412641319,3482.52060626269,0.4804895034172808
покраска,9,Новосибирск,4.942708066113986,средняя,7,3,12,1,34.12426608255217,1,3718.8126385675087,9.875647164263206,3.051542171954316,5366.8299399631005,4.1411243583321955
электрика,4,Екатеринбург,28.27735743872684,средняя,6,1,1,1,33.36387680229173,28,2528.0391591245416,0.33404008342345914,1.6009321735181459,9800.31996165749,4.519837618813153
уборка,10,Санкт-Петербург,18.818509619131177,низкая,3,6,6,0,-11.616011337766214,4,4341.085691794289,0.8314290081826903,1.0917447790631032,8293.806582051991,2.075791115877862
штукатурка,2,Москва,25.488598561888537,средняя,12,6,6,0,16.343261670134346,4,3618.4138899855143,7.3168426402594635,4.968631553308283,4875.205763580181,2.488416280130212
покраска,6,Санкт-Петербург,7.77489952856695,средняя,12,5,19,1,-28.049891569475182,78,2836.3292607711523,0.3892586670049081,3.589401759227088,4794.128607997814,3.707013527604843
штукатурка,1,Москва,22.312680237239867,высокая,2,6,21,0,13.273926199738966,75,3399.174427496245,0.11368791220120134,2.8632053910236417,4576.3860983956065,1.047897079987543
покраска,6,Санкт-Петербург,23.54040577785061,высокая,10,3,0,1,10.561071691502377,87,3931.6501741876114,5.450716339260521,2.335673222044484,4900.069155944722,0.17093218866158955
штукатурка,10,Новосибирск,12.224340535418731,средняя,3,6,13,0,23.440377869401132,76,2247.2943528284154,5.294638889593508,1.2887854626590718,9807.028374859676,4.282790327745988
покраска,1,Новосибирск,11.826626860060951,низкая,12,2,5,1,-10.216269742947237,58,2695.057795302385,6.135007332111027,3.58133109786039,4726.21112861744,3.3154579956828134
покраска,8,Екатеринбург,19.904989818259605,средняя,8,1,12,0,27.07065993298444,42,2376.786667216434,0.14083167077778347,2.475885589805424,5560.8577453157295,3.4374118842639705
покраска,5,Москва,3.255526611926371,низкая,11,1,0,0,25.76837676309728,68,4860.558295292905,5.032966858975113,4.958753998577922,3697.129979458338,2.9334066475576255
покраска,6,Москва,22.200912431416512,высокая,7,7,20,0,13.524192417326887,65,1650.3885243548123,2.8668388012554145,1.4340221247682043,7109.929239088322,2.8487923348365354
покраска,2,Екатеринбург,1.7651594152626222,низкая,12,2,19,1,0.7017664820922178,40,1697.544226581444,7.560598628740639,1.9844915377094852,8661.679028076422,4.875133406417901
покраска,2,Санкт-Петербург,6.122413883064366,средняя,7,4,21,1,10.196080696047353,74,2745.076621265063,3.4820575332071146,2.613777014986422,4287.82653946469,3.187316063338509
покраска,9,Екатеринбург,20.09224083862033,высокая,5,3,20,1,17.447319982391775,7,3383.093790749877,3.5659547908413245,4.189620598301027,3702.0256024502423,0.7844446160001981
покраска,3,Санкт-Петербург,3.400548179212933,средняя,12,2,20,0,33.3913403335346,2,2651.1403431167055,6.542337271601735,4.1079830334940866,5611.047025212971,1.410895690462605
покраска,6,Екатеринбург,29.169341698565304,средняя,10,6,2,0,-22.087667569598423,87,4499.263454399119,6.606654752319394,1.976709891357975,7478.470982584818,1.4589319146640232
штукатурка,10,Москва,26.11768817912607,низкая,3,5,14,0,-9.65026924085285,34,2092.8421370218152,0.5830107953869712,2.445014472096508,5252.763805588956,1.1241424971312821
электрика,5,Москва,18.975918805998727,средняя,1,3,17,0,20.746560356491685,51,2776.191261497698,6.260044674344448,1.2364479187587358,3181.668736208942,4.334214246078832
покраска,4,Санкт-Петербург,24.66219494224582,средняя,1,2,22,0,-3.403298543780327,12,3207.827655187374,6.578522701457837,2.513561129891148,3442.8377289577224,2.651922232777536
электрика,10,Москва,26.68361143339225,высокая,6,2,9,0,13.711198145137864,56,2207.5762621516956,4.575236446018399,1.6733004034586312,4300.079291444097,2.4437395005642895
покраска,2,Москва,8.154531662368644,низкая,4,1,14,0,-21.347331667425358,76,2515.3161329264753,8.278652189082491,4.67820975569194,8676.37384558518,4.936157199052851
покраска,8,Москва,25.557641844504925,низкая,7,1,7,1,16.095504239757155,16,4815.934204302579,0.09100092384621283,4.231990972658542,6073.273112639918,0.29827858067976704
штукатурка,10,Москва,6.2464166173092535,высокая,10,1,4,1,13.814148215684021,8,3320.79467862864,9.683747387389186,1.6602699828235252,6702.7775538820115,2.3046649889214286
уборка,7,Новосибирск,12.693596792390053,высокая,10,7,8,1,8.078304342234745,42,4543.832853142891,3.7602494008747165,2.9630779773842493,3609.8657151380103,1.1495949166464468
уборка,11,Екатеринбург,16.96865912183368,низкая,10,3,0,1,19.740467739084167,6,2442.7819822711194,5.9569835928335335,4.833298796035754,7235.925731697378,2.193912330884577
штукатурка,2,Екатеринбург,21.559783410683956,высокая,1,6,18,0,27.207295112366936,79,3643.293234358213,0.34325372308431135,2.6424233328748326,8710.370563900027,0.8935010839238857
электрика,6,Новосибирск,1.3891688728145772,низкая,6,4,7,0,23.904669445375255,49,4171.3569291614185,7.089003214048351,2.792359383634675,3600.7904956244874,0.8051854756967428
уборка,8,Москва,9.070027676956576,высокая,7,3,4,1,-21.70768379502497,11,2975.5537587805693,5.437006803198468,2.366021602126832,2467.520246595401,1.4095848376207905
штукатурка,7,Екатеринбург,18.451313397206512,низкая,1,1,17,0,18.38556909013701,62,3686.4962077939654,9.603651285246798,2.969062669261173,7312.362190437313,0.7123610152683495
штукатурка,1,Екатеринбург,11.042376034899004,низкая,2,1,8,0,-0.7653113268524123,30,4521.268177732392,4.225307004908984,3.386260203725689,8526.993527630053,4.745088772664261
уборка,5,Екатеринбург,23.363239141070057,высокая,9,3,0,0,-8.297681797448,10,1992.7476965375843,7.218731540660962,1.3598045967814474,7474.272752285353,0.7141291428269845
электрика,2,Санкт-Петербург,19.72373875394613,средняя,9,6,18,1,27.17722307722049,87,2741.596149551693,0.7422778477058545,1.370124530248018,5427.48072834943,2.38312289405364
штукатурка,6,Новосибирск,7.414842884850206,средняя,6,6,13,1,6.374860253241366,18,4383.663050544663,0.6453106520193963,4.076081798916211,7228.124904822184,3.9191634683411625
покраска,7,Санкт-Петербург,4.804904897973826,высокая,11,2,13,0,2.5802575821232168,62,2308.1369918748414,9.490076877905993,4.931021269129892,9975.466572599657,4.239154578299719
электрика,7,Санкт-Петербург,19.056886310817987,низкая,4,2,3,1,20.998957917879494,9,3446.4000909164424,2.5330458817564736,2.964974421248525,6988.7847507929655,4.808081775724316
электрика,3,Новосибирск,13.788786167290352,высокая,7,1,6,0,5.965055486807316,73,3033.054428665394,9.123949841569331,4.445514267337249,6225.086330341034,2.8248975115903274
уборка,7,Екатеринбург,5.4842327124888985,средняя,5,7,19,0,25.770493046174096,6,3827.139902304236,0.876233237363766,4.475884246791294,6318.082933102954,1.6284191019923542
уборка,5,Санкт-Петербург,10.128039056892131,низкая,3,1,10,1,-23.3114380187167,80,3838.018711087294,6.377392192216056,2.4782370914886958,5752.260030841174,3.227585298225557
покраска,8,Екатеринбург,9.439879075398304,низкая,4,4,1,1,20.448649187814496,76,3524.6844224217084,5.51583779222034,2.3154086168503647,7502.678636115322,3.0098005879483374
штукатурка,8,Санкт-Петербург,3.6898931840115656,низкая,2,6,17,0,-19.35075165230906,2,4813.731339782076,9.661784796585014,3.9184044572278673,8758.184964310587,2.992148987149236
уборка,7,Екатеринбург,16.63381606832423,средняя,6,2,9,0,-15.359962550413082,81,2113.6419673342066,4.040129999096007,4.6420999682526185,7766.451491879443,1.8449759267221775
уборка,6,Москва,23.027634700420347,средняя,3,4,0,0,-18.335651145380815,26,4422.80439864322,0.48406655652637576,4.41441353803768,3803.1462456998515,4.404450742983816
электрика,2,Москва,17.47627322116312,низкая,7,1,22,0,-14.502612118476469,9,3212.962943554012,4.74078640677159,2.2771613422105617,4933.260484264083,2.819109352893367
уборка,6,Москва,24.875595265651892,низкая,4,6,13,1,17.56899528467752,5,3816.3424532455306,8.241854827611636,2.420132706813232,6727.217116381597,3.061413948923683
уборка,11,Новосибирск,4.263272142855223,средняя,8,1,9,1,12.59656129986113,92,2458.114078496041,0.5246539289046304,3.944944262354365,9945.244955524606,2.2204084422771677
